,N,C,time,sinks
1512,960,1,0.015115022659301758,True
1513,960,1,0.01734185218811035,False
1514,970,1,0.014316082000732422,True
1515,970,1,0.01606011390686035,False
1516,980,1,0.014166593551635742,True
1517,980,1,0.0164945125579834,False
1518,990,1,0.014334440231323242,True
1519,990,1,0.016575336456298828,False
1520,50,1,0.0007231235504150391,True
1521,50,1,0.0008087158203125,False
1522,60,1,0.0007960796356201172,True
1523,60,1,0.0009224414825439453,False
1524,70,1,0.0009474754333496094,True
1525,70,1,0.001051187515258789,False
1526,80,1,0.0010907649993896484,True
1527,80,1,0.0012226104736328125,False
1528,90,1,0.0011799335479736328,True
1529,90,1,0.001428365707397461,False
1530,100,1,0.0013861656188964844,True
1531,100,1,0.0015494823455810547,False
1532,110,1,0.0014772415161132812,True
1533,110,1,0.0017590522766113281,False
1534,120,1,0.0016512870788574219,True
1535,120,1,0.0018701553344726562,False
1536,130,1,0.0017733573913574219,True
1537,130,1,0.0020177364349365234,False
1538,140,1,0.0019419193267822266,True
1539,140,1,0.0021712779998779297,False
1540,150,1,0.0020334720611572266,True
1541,150,1,0.002301454544067383,False
1542,160,1,0.0021178722381591797,True
1543,160,1,0.0024874210357666016,False
1544,170,1,0.002286672592163086,True
1545,170,1,0.002664804458618164,False
1546,180,1,0.0028252601623535156,True
1547,180,1,0.003122568130493164,False
1548,190,1,0.0029201507568359375,True
1549,190,1,0.003087282180786133,False
1550,200,1,0.0028905868530273438,True
1551,200,1,0.0033173561096191406,False
1552,210,1,0.003009319305419922,True
1553,210,1,0.003547191619873047,False
